serie,country,value,year
People using safely managed drinking water services (% of population),Zimbabwe,26.6839776541278,2019
"People using safely managed drinking water services, urban (% of urban population)",Afghanistan,34.8401818166144,2019
"People using safely managed drinking water services, urban (% of urban population)",Algeria,75.9498042453933,2019
"People using safely managed drinking water services, urban (% of urban population)",Australia,99.5899481060316,2019
"People using safely managed drinking water services, urban (% of urban population)",Azerbaijan,92.2094160968603,2019
"People using safely managed drinking water services, urban (% of urban population)",Bangladesh,51.7964548187217,2019
"People using safely managed drinking water services, urban (% of urban population)",Bhutan,52.8802186859204,2019
"People using safely managed drinking water services, urban (% of urban population)",Botswana,73.0626979725308,2019
"People using safely managed drinking water services, urban (% of urban population)",Brazil,87.3980201765293,2019
"People using safely managed drinking water services, urban (% of urban population)",Cambodia,55.8999662487723,2019
"People using safely managed drinking water services, urban (% of urban population)",Central African Republic,11.7784071951739,2019
"People using safely managed drinking water services, urban (% of urban population)",Chad,17.3343270793603,2019
"People using safely managed drinking water services, urban (% of urban population)",Chile,99.4218210533229,2019
"People using safely managed drinking water services, urban (% of urban population)",China,97.0925314992683,2019
"People using safely managed drinking water services, urban (% of urban population)",Colombia,81.1722032102488,2019
"People using safely managed drinking water services, urban (% of urban population)",Democratic Republic of the Congo,24.4564237144141,2019
"People using safely managed drinking water services, urban (% of urban population)",Congo.,58.6264037537507,2019
"People using safely managed drinking water services, urban (% of urban population)",Costa Rica,80.38785,2019
"People using safely managed drinking water services, urban (% of urban population)",Côte d'Ivoire,56.3852299273095,2019
